customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15567339,735,France,Male,73,9,0,1,TRUE,TRUE,114283.3281,FALSE
15567367,601,Germany,Female,42,9,133636.1563,1,FALSE,TRUE,103315.7422,FALSE
15567383,678,Germany,Female,44,2,98009.13281,2,FALSE,TRUE,31384.85938,FALSE
15567399,633,Germany,Male,43,3,144164.2969,1,TRUE,TRUE,158646.4531,FALSE
15567422,630,France,Male,42,6,0,2,TRUE,FALSE,162697.9375,FALSE
15567431,773,France,Male,64,2,145578.2813,1,FALSE,TRUE,186172.8438,FALSE
15567437,734,Germany,Female,30,7,123040.3828,1,TRUE,TRUE,76503.0625,FALSE
15567442,656,France,Female,75,3,0,2,TRUE,TRUE,1276.869995,FALSE
15567446,646,Germany,Male,39,9,111574.4063,1,TRUE,TRUE,30838.50977,FALSE
15567486,634,Spain,Female,41,4,0,2,TRUE,TRUE,164549.7344,FALSE
15567506,738,Germany,Female,40,6,114940.6719,2,TRUE,TRUE,194895.5625,TRUE
15567557,573,France,Male,27,2,128243.0313,1,TRUE,TRUE,11631.33984,FALSE
15567630,721,Germany,Male,40,6,100275.8828,1,TRUE,FALSE,138564.4844,TRUE
15567725,689,France,Female,46,7,52016.07813,2,TRUE,TRUE,72993.64844,FALSE
15567778,690,Germany,Female,54,1,144027.7969,1,TRUE,TRUE,108731.0234,TRUE
15567802,450,Spain,Female,34,2,0,2,TRUE,FALSE,175480.9375,FALSE
15567832,550,France,Female,40,7,114354.9531,1,TRUE,FALSE,54018.92969,FALSE
15567834,719,France,Male,49,5,105918.1016,1,TRUE,TRUE,16246.58984,FALSE
15567839,501,France,Male,42,9,114631.2266,1,FALSE,TRUE,91429.74219,FALSE
15567855,623,France,Female,29,1,0,2,FALSE,FALSE,39382.05859,FALSE
15567860,581,Spain,Female,44,7,189318.1563,2,TRUE,FALSE,45026.23047,TRUE
15567893,556,Germany,Male,33,3,124213.3594,2,TRUE,FALSE,62627.55078,FALSE
15567897,619,Germany,Male,23,5,132725.0938,1,TRUE,TRUE,143913.3281,FALSE
15567919,586,Germany,Male,37,8,167735.6875,2,FALSE,TRUE,104665.7891,FALSE
15567923,739,France,Female,30,6,0,1,FALSE,FALSE,122604.4375,FALSE
15567980,537,Germany,Female,46,5,100727.5,1,FALSE,TRUE,140857.7656,TRUE
15567991,794,Spain,Male,31,0,144880.3438,2,FALSE,TRUE,175643.4375,FALSE
15567993,828,Spain,Male,28,8,134766.8438,1,TRUE,FALSE,79355.86719,FALSE
15568006,634,France,Female,45,2,0,4,TRUE,FALSE,101039.5313,TRUE
15568025,758,France,Male,51,8,81710.46094,1,TRUE,TRUE,116520.0703,FALSE
15568032,757,Germany,Male,31,1,127320.3594,3,TRUE,FALSE,163170.3125,FALSE
15568044,508,France,Female,31,7,0,2,TRUE,TRUE,6123.149902,FALSE
15568046,809,France,Male,24,7,109558.3594,1,TRUE,FALSE,183515.125,FALSE
15568088,481,Germany,Male,44,3,163714.5156,1,TRUE,FALSE,96123.71875,FALSE
15568104,749,France,Female,26,6,0,2,FALSE,TRUE,34948.76953,FALSE
15568106,592,France,Female,38,8,119278.0078,2,FALSE,TRUE,19370.73047,FALSE
15568120,681,France,Female,37,7,69609.85156,1,TRUE,TRUE,72127.82813,FALSE
15568162,527,Spain,Male,53,8,0,1,TRUE,TRUE,51711.57031,FALSE
15568164,850,France,Female,34,4,71379.53125,2,TRUE,TRUE,154000.9844,FALSE
15568238,650,Spain,Male,20,8,0,2,TRUE,TRUE,113469.6484,FALSE
15568240,492,Germany,Female,30,10,77168.86719,2,FALSE,TRUE,146700.2188,FALSE
15568326,637,France,Female,44,2,0,2,TRUE,FALSE,149665.6563,FALSE
15568328,488,France,Female,22,6,0,2,TRUE,TRUE,66393.89063,FALSE
15568360,569,Spain,Female,41,4,139840.3594,1,TRUE,TRUE,163524.7031,FALSE
15568429,633,Spain,Female,46,3,0,2,TRUE,FALSE,120250.5781,FALSE
15568449,661,Spain,Male,38,7,143006.7031,1,TRUE,TRUE,15650.88965,FALSE
15568469,653,France,Male,43,0,0,2,TRUE,FALSE,27862.58008,FALSE
15568487,712,France,Male,35,7,124616.2266,1,TRUE,TRUE,69320.96875,FALSE
15568506,524,Germany,Female,31,10,67238.97656,2,TRUE,TRUE,161811.2344,FALSE
15568519,534,France,Male,41,9,0,2,TRUE,FALSE,13871.33984,FALSE
15568562,689,France,Male,40,8,160272.2656,1,TRUE,FALSE,49656.23828,FALSE
15568573,554,Germany,Female,51,7,105701.9063,1,FALSE,TRUE,179797.7969,TRUE
15568595,544,France,Male,64,9,113829.4531,1,TRUE,TRUE,124341.4922,FALSE
15568742,536,France,Female,41,9,0,1,TRUE,FALSE,121299.1406,FALSE
15568748,671,Germany,Male,45,6,99564.21875,1,TRUE,TRUE,108872.4531,TRUE
15568819,619,Germany,Female,42,8,132796.0469,3,TRUE,TRUE,191821.3438,TRUE
15568834,698,Spain,Male,27,6,125427.3672,2,FALSE,FALSE,27654.43945,FALSE
15568849,540,Spain,Female,31,10,118158.7422,1,TRUE,TRUE,158027.5625,FALSE
15568876,496,France,Female,34,1,102723.3516,2,TRUE,FALSE,180844.8125,FALSE
15568878,654,Spain,Male,34,5,0,2,TRUE,FALSE,159311.4531,FALSE
15568885,620,Germany,Female,34,8,102251.5703,1,TRUE,FALSE,120672.0938,FALSE
15568904,608,Germany,Male,34,3,106288.5391,1,TRUE,TRUE,36639.25,FALSE
15568915,681,France,Male,38,6,153722.4688,1,TRUE,FALSE,101319.7578,FALSE
15568953,477,France,Male,27,1,128554.9766,1,TRUE,TRUE,133173.1875,FALSE
15568963,674,Germany,Male,34,2,152797.9063,1,TRUE,FALSE,175709.4063,TRUE
15568982,726,France,Female,24,6,0,2,TRUE,TRUE,54724.03125,FALSE
15569050,444,France,Male,45,6,0,1,TRUE,FALSE,130009.8516,TRUE
15569079,632,Germany,Male,48,6,126066.2578,1,TRUE,FALSE,64345.60938,TRUE
15569098,627,France,Male,44,6,153548.125,1,FALSE,FALSE,35300.07813,TRUE
15569120,615,France,Male,30,7,0,2,TRUE,TRUE,156346.8438,FALSE
15569178,570,France,Female,18,4,82767.42188,1,TRUE,FALSE,71811.89844,FALSE
15569187,680,Spain,Male,35,9,0,2,FALSE,FALSE,143774.0625,FALSE
15569209,464,Spain,Female,34,5,76001.57031,1,TRUE,TRUE,158668.875,FALSE
15569222,781,France,Male,32,6,147107.9063,1,TRUE,TRUE,40066.94922,FALSE
15569247,727,Spain,Female,57,1,109679.7188,1,FALSE,TRUE,753.3699951,FALSE
15569248,554,France,Female,43,10,0,2,TRUE,FALSE,149629.125,TRUE
15569249,576,France,Female,55,6,44582.07031,3,FALSE,TRUE,67539.85156,TRUE
15569264,622,France,Male,32,5,179305.0938,1,TRUE,TRUE,149043.7813,FALSE
15569266,644,France,Male,28,7,155060.4063,1,TRUE,FALSE,29179.51953,FALSE
15569274,678,Germany,Male,49,2,116933.1094,1,TRUE,FALSE,195053.5781,TRUE
15569364,666,France,Male,36,3,0,2,TRUE,FALSE,35156.53906,FALSE
15569394,704,France,Male,24,2,148197.1563,2,TRUE,FALSE,182775.0781,FALSE
15569410,601,Germany,Female,33,7,114430.1797,2,TRUE,TRUE,153012.125,FALSE
15569423,731,Spain,Male,41,4,0,2,TRUE,FALSE,22299.26953,FALSE
15569430,704,Spain,Female,36,2,175509.7969,2,TRUE,FALSE,152039.6719,FALSE
15569432,656,France,Female,48,9,0,2,TRUE,TRUE,85240.60938,TRUE
15569438,607,Germany,Male,36,10,106702.9375,2,FALSE,FALSE,198313.6875,FALSE
15569446,732,France,Female,34,8,122338.4297,2,TRUE,FALSE,187985.8438,FALSE
15569451,463,France,Male,35,2,101257.1563,1,TRUE,TRUE,118113.6406,FALSE
15569452,652,Germany,Female,58,3,116353.2031,2,FALSE,TRUE,193502.9063,FALSE
15569503,765,France,Male,44,6,0,2,TRUE,TRUE,159899.9688,FALSE
15569526,601,France,Male,40,10,98627.13281,2,FALSE,FALSE,77977.6875,FALSE
15569571,584,Germany,Female,46,6,87361.02344,2,TRUE,FALSE,120376.8672,TRUE
15569572,778,France,Male,42,6,0,2,TRUE,TRUE,106197.4375,FALSE
15569590,601,Germany,Male,42,1,98495.71875,1,TRUE,FALSE,40014.76172,TRUE
15569595,678,France,Female,50,6,0,1,TRUE,FALSE,8199.5,FALSE
15569624,671,Germany,Female,31,6,105864.6016,2,TRUE,FALSE,145567.3438,FALSE
15569626,577,Spain,Male,35,5,110080.2969,1,TRUE,TRUE,109794.3125,FALSE
15569641,692,Germany,Female,41,8,130701.2891,1,TRUE,FALSE,59354.23828,TRUE
15569654,850,Germany,Female,31,3,51293.46875,1,FALSE,FALSE,35534.67969,FALSE
15569666,517,France,Female,45,4,0,1,FALSE,FALSE,172674.3594,TRUE
15569670,627,Germany,Male,30,6,112372.9609,1,TRUE,TRUE,118029.0938,FALSE
15569678,561,Germany,Male,32,6,166824.5938,1,TRUE,FALSE,139451.9844,FALSE
15569682,768,Germany,Male,37,9,108308.1094,1,TRUE,FALSE,41788.25,TRUE
15569759,583,France,Female,27,4,0,3,TRUE,FALSE,163113.4063,FALSE
15569764,687,Germany,Female,41,2,154007.2031,1,TRUE,FALSE,158408.2344,FALSE
15569807,673,France,Female,34,8,42157.07813,1,TRUE,FALSE,20598.58984,TRUE
15569867,529,France,Female,29,8,0,2,TRUE,FALSE,19842.10938,FALSE
15569878,592,France,Male,37,3,96651.03125,1,TRUE,TRUE,3232.820068,FALSE
15569892,516,France,Male,35,10,57369.60938,1,TRUE,TRUE,101699.7734,FALSE
15569917,706,Spain,Male,30,6,87609.67969,2,FALSE,FALSE,137674.5469,TRUE
15569945,509,Spain,Male,29,1,0,2,TRUE,FALSE,69113.14063,FALSE
15569976,754,Germany,Male,65,1,136186.4375,1,TRUE,TRUE,121529.5938,TRUE
15570002,625,Germany,Female,55,8,118772.7109,4,FALSE,FALSE,135853.625,TRUE
15570004,850,France,Male,31,3,0,2,TRUE,FALSE,121866.8672,FALSE
15570051,775,Germany,Female,38,6,179886.4063,2,FALSE,FALSE,153122.5781,FALSE
15570060,586,France,Female,43,8,132558.2656,1,TRUE,FALSE,67046.82813,TRUE
15570073,721,Spain,Male,57,1,0,1,TRUE,TRUE,195940.9531,FALSE
15570086,684,Germany,Male,18,9,90544,1,FALSE,TRUE,4777.22998,FALSE
15570087,664,France,Female,44,8,142989.6875,1,TRUE,TRUE,115452.5078,TRUE
15570134,683,France,Female,35,6,187530.6563,2,TRUE,TRUE,37976.35938,FALSE
15570141,724,France,Female,34,3,132352.6875,1,TRUE,FALSE,80320.29688,FALSE
15570145,763,France,Female,23,2,0,2,TRUE,FALSE,153983.9844,FALSE
15570192,608,Germany,Female,40,8,121729.4219,1,FALSE,FALSE,61164.44922,FALSE
15570194,412,France,Male,29,5,0,2,FALSE,FALSE,12510.53027,FALSE
15570205,682,Spain,Male,36,5,0,2,TRUE,TRUE,147758.5156,FALSE
15570271,577,Spain,Male,31,6,0,1,TRUE,TRUE,196395.25,FALSE
15570289,697,Germany,Male,43,8,103409.1563,1,TRUE,FALSE,66893.28125,TRUE
15570299,584,Germany,Female,31,6,152622.3438,1,TRUE,FALSE,99298.79688,FALSE
15570326,621,France,Male,34,6,0,2,TRUE,TRUE,99128.13281,FALSE
15570360,641,France,Female,35,4,0,2,FALSE,FALSE,125986.1797,FALSE
15570379,669,Spain,Male,51,3,88827.53125,1,FALSE,FALSE,85250.77344,TRUE
15570414,618,Spain,Male,41,4,115251.6406,1,FALSE,FALSE,136435.75,FALSE
15570417,579,France,Male,35,1,0,2,TRUE,FALSE,4460.200195,FALSE
15570485,558,Spain,Male,40,4,161766.875,1,FALSE,FALSE,92378.53906,FALSE
15570508,600,France,Male,49,7,90218.89844,1,TRUE,FALSE,91347.75781,FALSE
15570533,621,Germany,Female,55,7,131033.7578,1,FALSE,TRUE,75685.59375,TRUE
15570601,785,France,Female,47,9,122031.5469,1,TRUE,TRUE,33823.5,TRUE
15570629,655,Germany,Female,72,5,138089.9688,2,TRUE,TRUE,99920.40625,FALSE
15570681,560,France,Male,24,1,116084.3203,1,TRUE,FALSE,89734.70313,FALSE
15570769,494,France,Male,69,9,93320.79688,1,TRUE,TRUE,24489.43945,FALSE
15570835,491,Germany,Female,57,4,112044.7188,1,TRUE,TRUE,41229.73047,TRUE
15570855,670,France,Male,38,7,0,2,TRUE,TRUE,77864.40625,FALSE
15570857,677,Germany,Female,39,0,111213.6406,2,TRUE,TRUE,147578.2656,FALSE
15570859,626,Germany,Male,36,2,181671.1563,2,TRUE,TRUE,57531.14063,FALSE
15570895,608,France,Male,42,10,163548.0625,1,TRUE,FALSE,38866.85156,FALSE
15570908,687,Spain,Female,29,7,93617.07031,1,FALSE,TRUE,113050.9219,FALSE
15570912,728,Germany,Female,32,9,127772.1016,2,TRUE,TRUE,152643.4844,FALSE
15570931,620,France,Male,61,5,0,1,FALSE,FALSE,31641.51953,TRUE
15570932,666,France,Male,43,7,137780.7344,2,TRUE,TRUE,119100.0469,TRUE
15570943,711,Germany,Female,35,2,133607.75,1,TRUE,TRUE,120586.3203,FALSE
15570947,615,Spain,Female,29,7,143330.5625,2,TRUE,TRUE,126396.0078,FALSE
15570970,647,France,Female,42,9,0,2,TRUE,TRUE,51362.82031,FALSE
15570990,520,Spain,Female,30,4,145222.9844,2,FALSE,FALSE,145160.9531,FALSE
15571002,706,France,Female,44,4,129605.9922,1,FALSE,FALSE,69865.49219,FALSE
15571059,734,France,Female,54,3,0,1,TRUE,FALSE,130805.5391,TRUE
15571065,532,Spain,Female,39,0,0,2,TRUE,FALSE,94977.29688,FALSE
15571081,773,France,Female,41,7,190238.9375,1,TRUE,TRUE,57549.64844,FALSE
15571121,670,France,Female,50,8,138340.0625,1,FALSE,TRUE,3159.149902,FALSE
15571144,655,France,Male,28,10,0,2,FALSE,TRUE,126565.2109,FALSE
15571148,645,Spain,Female,21,1,0,2,FALSE,FALSE,28726.07031,FALSE
15571193,579,Germany,Male,42,0,144386.3125,1,TRUE,TRUE,22497.09961,TRUE
15571221,747,Germany,Male,58,7,116313.5703,1,TRUE,TRUE,190696.3438,TRUE
15571244,809,Spain,Female,33,3,0,2,FALSE,TRUE,141426.7813,FALSE
15571261,714,Germany,Female,35,6,126077.4297,2,TRUE,TRUE,53954.23828,FALSE
15571281,651,France,Male,28,10,79562.97656,1,TRUE,TRUE,74687.36719,FALSE
15571284,756,Germany,Male,32,0,109528.1563,2,TRUE,TRUE,56176.30859,FALSE
15571302,529,Germany,Male,72,5,94216.04688,1,TRUE,TRUE,78695.67969,FALSE
15571305,588,Germany,Female,35,1,103060.6328,1,TRUE,FALSE,179866.0156,TRUE
15571415,805,Germany,Male,56,6,151802.2969,1,TRUE,FALSE,46791.08984,TRUE
15571476,635,Spain,Male,38,0,103257.1406,1,FALSE,FALSE,158344.625,FALSE
15571529,650,Germany,Female,48,7,138232.2344,1,TRUE,FALSE,57594.78125,FALSE
15571550,699,France,Male,39,9,0,1,TRUE,FALSE,80963.92188,FALSE
15571571,680,Germany,Female,31,3,127331.4609,3,TRUE,TRUE,176433.5938,FALSE
15571586,524,Spain,Male,29,3,159035.4531,1,TRUE,FALSE,2705.310059,TRUE
15571666,642,Germany,Male,30,8,134497.2656,1,FALSE,FALSE,43250.53906,FALSE
15571689,740,France,Female,37,5,0,2,TRUE,TRUE,27528.40039,FALSE
15571752,668,Germany,Female,32,10,92041.86719,1,TRUE,TRUE,43595.89844,FALSE
15571756,724,France,Female,28,5,0,1,TRUE,FALSE,59351.67969,FALSE
15571778,817,France,Female,55,10,117561.4922,1,TRUE,FALSE,95941.54688,TRUE
15571816,850,Spain,Female,70,5,0,1,TRUE,TRUE,705.1799927,FALSE
15571843,486,Spain,Male,24,1,0,1,TRUE,FALSE,98802.75781,FALSE
15571869,669,Germany,Female,50,4,112650.8906,1,FALSE,FALSE,166386.2188,TRUE
15571873,655,France,Male,24,9,107065.3125,1,TRUE,TRUE,51959.82031,FALSE
15571917,771,Germany,Female,38,5,137657.7031,2,TRUE,FALSE,72985.60938,FALSE
15571928,679,France,Female,43,4,0,3,TRUE,FALSE,115136.5078,TRUE
15571940,579,Spain,Male,22,3,118680.5703,1,TRUE,TRUE,49829.80078,FALSE
15571958,489,Spain,Male,40,3,221532.7969,1,TRUE,FALSE,171867.0781,FALSE
15571973,776,France,Female,38,2,169824.4531,1,TRUE,FALSE,169291.7031,FALSE
15571995,775,Germany,Female,33,1,118897.1016,2,TRUE,TRUE,26362.40039,FALSE
15572021,798,Germany,Female,29,8,80204.10938,2,TRUE,FALSE,70223.21875,FALSE
15572022,605,France,Female,36,6,0,1,FALSE,TRUE,690.8400269,FALSE
15572038,660,Germany,Male,35,9,113948.5781,1,TRUE,FALSE,188891.9531,TRUE
15572050,768,Germany,Male,48,3,122831.5781,1,TRUE,TRUE,24533.89063,TRUE
15572051,721,France,Male,40,3,0,1,TRUE,TRUE,144874.6719,FALSE
15572073,663,Spain,Male,35,5,0,2,TRUE,TRUE,62634.94141,FALSE
15572093,613,France,Female,24,7,140453.9063,1,TRUE,FALSE,129001.2969,FALSE
15572114,673,Spain,Male,40,1,121629.2188,1,TRUE,TRUE,3258.600098,FALSE
15572145,767,France,Female,34,8,0,2,TRUE,FALSE,94767.77344,FALSE
15572158,604,Spain,Male,41,3,0,1,FALSE,FALSE,11819.83984,FALSE
15572174,825,France,Male,29,3,148874.0156,2,FALSE,TRUE,71192.82031,FALSE
15572182,505,Germany,Female,33,3,106506.7734,3,TRUE,FALSE,45445.78125,TRUE
15572265,646,Germany,Male,46,1,170826.5469,2,TRUE,FALSE,45041.32031,FALSE
15572291,825,France,Male,40,6,132308.2188,1,FALSE,FALSE,117122.5,FALSE
15572294,623,France,Male,28,7,0,1,FALSE,FALSE,129526.5703,FALSE
15572356,689,Spain,Male,73,1,108555.0703,1,FALSE,TRUE,167969.1563,FALSE
15572360,683,France,Male,30,10,57657.48828,1,FALSE,FALSE,79240.89844,FALSE
15572361,790,Germany,Female,34,2,164011.4844,1,TRUE,FALSE,199420.4063,FALSE
15572374,733,Spain,Male,36,1,0,2,FALSE,TRUE,108377.8203,FALSE
15572390,850,Spain,Female,39,6,0,2,TRUE,FALSE,103921.4297,FALSE
15572398,614,Spain,Female,39,6,0,2,TRUE,TRUE,164018.9844,FALSE
15572408,714,Germany,Male,39,3,149887.4844,2,TRUE,FALSE,63846.35938,FALSE
15572415,580,France,Male,34,6,0,2,TRUE,TRUE,160095.3125,FALSE
15572428,717,Germany,Female,33,0,115777.2266,1,TRUE,TRUE,81508.10156,FALSE
15572461,663,Germany,Female,29,4,102714.6484,2,FALSE,FALSE,21170.81055,FALSE
15572467,506,France,Male,37,5,0,2,TRUE,TRUE,127543.8125,FALSE
15572547,670,France,Female,45,9,104930.3828,1,TRUE,FALSE,155921.8125,TRUE
15572626,620,Spain,Male,44,8,0,2,TRUE,TRUE,15627.50977,FALSE
15572631,609,France,Male,25,10,0,1,FALSE,TRUE,109895.1563,FALSE
15572657,472,France,Male,29,8,102490.2734,1,FALSE,TRUE,181224.5625,FALSE
15572706,589,France,Male,37,5,0,1,TRUE,FALSE,61324.87109,FALSE
15572728,704,Spain,Male,36,8,127397.3438,1,TRUE,FALSE,151335.2344,FALSE
15572735,433,Spain,Male,27,2,0,2,TRUE,TRUE,153698.6563,FALSE
15572762,410,Germany,Female,50,2,102278.7891,2,TRUE,FALSE,89822.47656,FALSE
15572767,777,France,Male,29,2,0,2,TRUE,FALSE,124489.8828,FALSE
15572777,780,Spain,Male,47,7,86006.21094,1,TRUE,TRUE,37973.12891,FALSE
15572792,535,Spain,Male,35,8,118989.9219,1,TRUE,TRUE,135536.7188,FALSE
15572801,639,Spain,Male,34,5,139393.1875,2,FALSE,FALSE,33950.07813,FALSE
15572956,683,France,Male,36,5,115350.6328,1,TRUE,TRUE,122305.9063,FALSE
15573045,547,France,Male,62,10,127738.75,2,TRUE,TRUE,85153,FALSE
15573077,620,Germany,Female,25,8,141825.875,1,TRUE,TRUE,73857.9375,TRUE
15573086,564,France,Male,42,7,99824.45313,1,TRUE,TRUE,36721.39844,FALSE
15573112,602,Spain,Male,29,5,103907.2813,1,TRUE,FALSE,161229.8438,FALSE
15573152,620,France,Female,41,9,0,2,FALSE,FALSE,88852.46875,FALSE
15573171,695,Spain,Male,63,1,146202.9375,1,TRUE,TRUE,126688.8281,TRUE
15573242,691,France,Male,50,6,136953.4688,1,TRUE,TRUE,2704.97998,FALSE
15573278,743,France,Male,39,6,0,2,TRUE,FALSE,44265.28125,FALSE
15573280,646,Germany,Male,50,6,145295.3125,2,TRUE,TRUE,27814.74023,FALSE
15573284,579,France,Female,45,2,0,2,FALSE,FALSE,11514.38965,FALSE
15573309,626,Spain,Female,48,2,0,2,TRUE,TRUE,95794.97656,FALSE
15573318,610,France,Male,26,8,0,2,TRUE,FALSE,166031.0781,FALSE
15573319,493,Germany,Female,35,8,178317.5938,1,FALSE,FALSE,197428.6406,FALSE
15573348,850,France,Male,35,9,102050.4688,1,TRUE,TRUE,3769.709961,FALSE
15573452,663,Germany,Male,42,7,115930.8672,1,TRUE,FALSE,19862.7793,FALSE
15573456,648,Spain,Male,46,9,127209,2,TRUE,FALSE,77405.95313,TRUE
15573520,692,Germany,Male,49,6,110540.4297,2,FALSE,TRUE,107472.9922,FALSE
15573599,506,France,Female,57,6,0,2,FALSE,TRUE,194421.125,TRUE
15573628,751,Germany,Female,51,7,148074.7969,1,TRUE,FALSE,146411.4063,TRUE
15573730,586,Germany,Male,42,6,126704.4922,2,TRUE,FALSE,41682.30078,FALSE
15573741,698,Spain,Male,38,10,95010.92188,1,TRUE,TRUE,105227.8594,FALSE
15573769,764,France,Female,24,7,0,2,TRUE,FALSE,186105.9844,FALSE
15573798,448,France,Female,36,6,83947.11719,2,TRUE,FALSE,81999.53125,FALSE
15573851,735,France,Female,38,1,0,3,FALSE,FALSE,92220.11719,TRUE
15573854,727,France,Male,62,5,0,2,FALSE,TRUE,38652.96094,FALSE
15573876,473,Spain,Male,48,8,0,2,TRUE,FALSE,71139.79688,FALSE
15573888,648,Germany,Female,43,1,107963.3828,1,FALSE,FALSE,186438.8594,TRUE
15573893,569,Germany,Male,25,9,173459.4531,2,TRUE,TRUE,44381.05859,FALSE
15573926,735,Spain,Male,38,7,86131.71094,2,FALSE,FALSE,93478.96094,FALSE
15573971,737,France,Male,44,7,0,2,FALSE,FALSE,57898.57813,FALSE
15574004,429,France,Female,27,6,117307.4375,2,TRUE,TRUE,24020.49023,FALSE
15574012,645,Spain,Male,44,8,113755.7813,2,TRUE,FALSE,149756.7031,TRUE
15574068,504,Germany,Male,56,9,104217.2969,1,FALSE,FALSE,55857.48047,TRUE
15574071,706,Germany,Male,23,2,93301.96875,2,FALSE,TRUE,127187.0391,FALSE
15574072,786,France,Female,62,8,0,1,TRUE,TRUE,165702.6406,FALSE
15574115,656,Spain,Female,41,6,101179.2266,2,TRUE,TRUE,35230.60938,FALSE
15574119,598,Spain,Female,64,1,62979.92969,1,TRUE,TRUE,152273.5625,FALSE
